tip_label,accession_num,strain,host,bat_host,country,collection_date,collection_year,title,sub_group
MG762674_1_Rousettus_bat_coronavirus_HKU9_isolate_Rousettus_spp_Jinghong_2009,MG762674,HKU9,Rousettus_sp.,1,China,11/1/09,2009,Rousettus bat coronavirus HKU9 isolate Rousettus spp/Jinghong/2009,Nobecovirus
EF065514_1_Bat_coronavirus_HKU9_2,EF065514,HKU9,Rousettus_leschenaulti,1,China,7/15/05,2005,Bat coronavirus HKU9-2,Nobecovirus
HM211101_1_Bat_coronavirus_HKU9_10_2,HM211101,HKU9,Rousettus_leschenaulti,1,China,4/10/06,2006,Bat coronavirus HKU9-10-2,Nobecovirus
HM211099_1_Bat_coronavirus_HKU9_5_2,HM211099,HKU9,Rousettus_leschenaulti,1,China,12/11/05,2005,Bat coronavirus HKU9-5-2,Nobecovirus
MT350598_1_Rousettus_bat_coronavirus_GCCDC1,MT350598,GCCDC1,Eonycteris_spelaea,1,Singapore,10/16/21,2016,Rousettus bat coronavirus GCCDC1,Nobecovirus
MW719567_1_Sarbecovirus_RhGB01,MW719567,SARSr_CoV,Rhinolophus_hipposideros,1,United_Kingdom,9/18/20,2020,Sarbecovirus RhGB01,Sarbecovirus
MZ190138_1_Bat_SARS_like_coronavirus_Khosta_2_strain_BtCoV_Khosta_2_Rh_Russia_2020,MZ190138,SARSr_CoV,Rhinolophus_hipposideros,1,Russia,7/15/20,2020,Bat SARS-like coronavirus Khosta-2 strain BtCoV/Khosta-2/Rh/Russia/2020,Sarbecovirus
KY352407_1_Severe_acute_respiratory_syndrome_related_coronavirus_strain_BtKY72,KY352407,SARSr_CoV,Rhinolophus_sp.,1,Kenya,8/7/21,2021,Severe acute respiratory syndrome-related coronavirus strain BtKY72,Sarbecovirus
MZ190137_1_Bat_SARS_like_coronavirus_Khosta_1_strain_BtCoV_Khosta_1_Rh_Russia_2020,MZ190137,SARSr_CoV,Rhinolophus_ferrumequinum,1,Russia,7/15/20,2020,Bat SARS-like coronavirus Khosta-1 strain BtCoV/Khosta-1/Rh/Russia/2020,Sarbecovirus
KJ473813_1_BtRf_BetaCoV_SX2013,KJ473813,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/13,2013,BtRf-BetaCoV/SX2013,Sarbecovirus
KJ473812_1_BtRf_BetaCoV_HeB2013,KJ473812,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/13,2013,BtRf-BetaCoV/HeB2013,Sarbecovirus
DQ412042_1_Bat_SARS_coronavirus_Rf1,DQ412042,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/04,2004,Bat SARS coronavirus Rf1,Sarbecovirus
KJ473811_1_BtRf_BetaCoV_JL2012,KJ473811,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/12,2012,BtRf-BetaCoV/JL2012,Sarbecovirus
JX993987_1_Bat_coronavirus_Rp_Shaanxi2011,JX993987,SARSr_CoV,Rhinolophus_pusillus,1,China,9/11/21,2021,Bat coronavirus Rp/Shaanxi2011,Sarbecovirus
DQ412043_1_Bat_SARS_coronavirus_Rm1,DQ412043,SARSr_CoV,Rhinolophus_macrotis,1,China,7/15/04,2004,Bat SARS coronavirus Rm1,Sarbecovirus
KJ473814_1_BtRs_BetaCoV_HuB2013,KJ473814,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/13,2013,BtRs-BetaCoV/HuB2013,Sarbecovirus
MK211375_1_Coronavirus_BtRs_BetaCoV_YN2018A,MK211375,SARSr_CoV,Rhinolophus_affinis,1,China,9/16/21,2021,Coronavirus BtRs-BetaCoV/YN2018A,unclassified-Betacoronavirus
KY417142_1_Bat_SARS_like_coronavirus_isolate_As6526,KY417142,SARSr_CoV,Aselliscus_stoliczkanus,1,China,5/12/14,2014,Bat SARS-like coronavirus isolate As6526,Sarbecovirus
MK211377_1_Coronavirus_BtRs_BetaCoV_YN2018C,MK211377,SARSr_CoV,Rhinolophus_affinis,1,China,9/16/21,2021,Coronavirus BtRs-BetaCoV/YN2018C,Sarbecovirus
MK211378_1_Coronavirus_BtRs_BetaCoV_YN2018D,MK211378,SARSr_CoV,Rhinolophus_affinis,1,China,9/16/21,2021,Coronavirus BtRs-BetaCoV/YN2018D,Sarbecovirus
KY417143_1_Bat_SARS_like_coronavirus_isolate_Rs4081,KY417143,SARSr_CoV,Rhinolophus_sinicus,1,China,9/18/12,2012,Bat SARS-like coronavirus isolate Rs4081,Sarbecovirus
KY417149_1_Bat_SARS_like_coronavirus_isolate_Rs4255,KY417149,SARSr_CoV,Rhinolophus_sinicus,1,China,4/17/13,2013,Bat SARS-like coronavirus isolate Rs4255,Sarbecovirus
FJ588686_1_Bat_SARS_CoV_Rs672_2006,FJ588686,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/06,2006,Bat SARS CoV Rs672/2006,Sarbecovirus
KC881006_1_Bat_SARS_like_coronavirus_Rs3367,KC881006,SARSr_CoV,Rhinolophus_sinicus,1,China,3/19/12,2012,Bat SARS-like coronavirus Rs3367,Sarbecovirus
KF367457_1_Bat_SARS_like_coronavirus_WIV1,KF367457,SARSr-CoV_WIV1,Rhinolophus_sinicus,1,China,9/12/21,2021,Bat SARS-like coronavirus WIV1,Sarbecovirus
KY417144_1_Bat_SARS_like_coronavirus_isolate_Rs4084,KY417144,SARSr_CoV,Rhinolophus_sinicus,1,China,9/18/12,2012,Bat SARS-like coronavirus isolate Rs4084,Sarbecovirus
KC881005_1_Bat_SARS_like_coronavirus_RsSHC014,KC881005,SARSr_CoV,Rhinolophus_sinicus,1,China,4/17/11,2011,Bat SARS-like coronavirus RsSHC014,Sarbecovirus
MK211376_1_Coronavirus_BtRs_BetaCoV_YN2018B,MK211376,SARSr_CoV,Rhinolophus_affinis,1,China,9/16/21,2021,Coronavirus BtRs-BetaCoV/YN2018B,Sarbecovirus
KY417151_1_Bat_SARS_like_coronavirus_isolate_Rs7327,KY417151,SARSr_CoV,Rhinolophus_sinicus,1,China,10/24/14,2014,Bat SARS-like coronavirus isolate Rs7327,Sarbecovirus
KY417152_1_Bat_SARS_like_coronavirus_isolate_Rs9401,KY417152,SARSr_CoV,Rhinolophus_sinicus,1,China,10/16/15,2015,Bat SARS-like coronavirus isolate Rs9401,Sarbecovirus
KY417150_1_Bat_SARS_like_coronavirus_isolate_Rs4874,KY417150,SARSr_CoV,Rhinolophus_sinicus,1,China,7/21/13,2013,Bat SARS-like coronavirus isolate Rs4874,Sarbecovirus
KT444582_1_SARS_like_coronavirus_WIV16,KT444582,SARSr_CoV_WIV16,Rhinolophus_sinicus,1,China,7/21/13,2013,SARS-like coronavirus WIV16,Sarbecovirus
KY417146_1_Bat_SARS_like_coronavirus_isolate_Rs4231,KY417146,SARSr_CoV,Rhinolophus_sinicus,1,China,4/17/13,2013,Bat SARS-like coronavirus isolate Rs4231,Sarbecovirus
KJ473816_1_BtRs_BetaCoV_YN2013,KJ473816,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/13,2013,BtRs-BetaCoV/YN2013,Sarbecovirus
KU973692_1_UNVERIFIED__SARS_related_coronavirus_isolate_F46,KU973692,SARSr_CoV,Rhinolophus_pusillus,1,China,7/15/13,2013,UNVERIFIED: SARS-related coronavirus isolate F46,Sarbecovirus
KY417145_1_Bat_SARS_like_coronavirus_isolate_Rf4092,KY417145,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,9/18/12,2012,Bat SARS-like coronavirus isolate Rf4092,Sarbecovirus
KY417148_1_Bat_SARS_like_coronavirus_isolate_Rs4247,KY417148,SARSr_CoV,Rhinolophus_sinicus,1,China,4/17/13,2013,Bat SARS-like coronavirus isolate Rs4247,Sarbecovirus
KY417147_1_Bat_SARS_like_coronavirus_isolate_Rs4237,KY417147,SARSr_CoV,Rhinolophus_sinicus,1,China,4/17/13,2013,Bat SARS-like coronavirus isolate Rs4237,Sarbecovirus
KP886808_1_Bat_SARS_like_coronavirus_YNLF_31C,KP886808,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,5/23/13,2013,Bat SARS-like coronavirus YNLF_31C,Sarbecovirus
KP886809_1_Bat_SARS_like_coronavirus_YNLF_34C,KP886809,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,5/23/13,2013,Bat SARS-like coronavirus YNLF_34C,Sarbecovirus
KJ473815_1_BtRs_BetaCoV_GX2013,KJ473815,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/13,2013,BtRs-BetaCoV/GX2013,Sarbecovirus
DQ071615_1_Bat_SARS_coronavirus_Rp3,DQ071615,SARSr_CoV,Rhinolophus_pearsoni,1,China,7/15/04,2004,Bat SARS coronavirus Rp3,Sarbecovirus
MZ081382_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN09_2020,MZ081382,SARSr_CoV,Rhinolophus_stheno,1,China,7/28/20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN09/2020,unclassified-Betacoronavirus
JX993988_1_Bat_coronavirus_Cp_Yunnan2011,JX993988,SARSr_CoV,Chaerephon_plicata,1,China,7/15/11,2011,Bat coronavirus Cp/Yunnan2011,Sarbecovirus
KF569996_1_Rhinolophus_affinis_coronavirus_isolate_LYRa11,KF569996,SARSr_CoV,Rhinolophus_affinis,1,China,7/15/11,2011,Rhinolophus affinis coronavirus isolate LYRa11,Sarbecovirus
MZ081377_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN07_2020,MZ081377,SARSr_CoV,Rhinolophus_malayanus,1,China,6/3/20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN07/2020,unclassified-Betacoronavirus
MZ081379_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN03_2019,MZ081379,SARSr_CoV,Rhinolophus_sinicus,1,China,10/22/19,2019,Betacoronavirus sp. strain bat/Yunnan/RsYN03/2019,unclassified-Betacoronavirus
MK211374_1_Coronavirus_BtRl_BetaCoV_SC2018,MK211374,SARSr_CoV,Rhinolophus_sp.,1,China,8/16/21,2021,Coronavirus BtRl-BetaCoV/SC2018,Sarbecovirus
MG772934_1_Bat_SARS_like_coronavirus_isolate_bat_SL_CoVZXC21,MG772934,SARSr_CoV,Rhinolophus_pusillus,1,China,7/15/21,2021,Bat SARS-like coronavirus isolate bat-SL-CoVZXC21,Sarbecovirus
MG772933_1_Bat_SARS_like_coronavirus_isolate_bat_SL_CoVZC45,MG772933,SARSr_CoV,Rhinolophus_pusillus,1,China,2/17/21,2021,Bat SARS-like coronavirus isolate bat-SL-CoVZC45,Sarbecovirus
MN996532_2_Bat_coronavirus_RaTG13,MN996532,SARSr_CoV,Rhinolophus_affinis,1,China,7/24/13,2013,Bat coronavirus RaTG13,Sarbecovirus
MZ081381_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN06_2020,MZ081381,SARSr_CoV,Rhinolophus_pusillus,1,China,5/25/20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN06/2020,unclassified-Betacoronavirus
LC556375_1_Severe_acute_respiratory_syndrome_related_coronavirus_Rc_o319_RNA,LC556375,SARSr_CoV,Rhinolophus_cornutus,1,Japan,7/15/13,2013,Severe acute respiratory syndrome-related coronavirus Rc-o319 RNA,Sarbecovirus
MZ081376_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN05_2020,MZ081376,SARSr_CoV,Rhinolophus_malayanus,1,China,5/25/20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN05/2020,unclassified-Betacoronavirus
MZ081380_1_Betacoronavirus_sp__strain_bat_Yunnan_RsYN04_2020,MZ081380,SARSr_CoV,Rhinolophus_stheno,1,China,4/18/20,2020,Betacoronavirus sp. strain bat/Yunnan/RsYN04/2020,unclassified-Betacoronavirus
MZ081378_1_Betacoronavirus_sp__strain_bat_Yunnan_RmYN08_2020,MZ081378,SARSr_CoV,Rhinolophus_malayanus,1,China,7/14/20,2020,Betacoronavirus sp. strain bat/Yunnan/RmYN08/2020,unclassified-Betacoronavirus
KC869678_4_Coronavirus_Neoromicia_PML_PHE1_RSA_2011,KC869678,MERSr_CoV,Neoromicia_capensis,0,South_Africa,7/15/11,2011,Coronavirus Neoromicia/PML-PHE1/RSA/2011,Merbecovirus
MF593268_1_Middle_East_respiratory_syndrome_related_coronavirus_strain_Neoromicia_5038,MF593268,MERSr_CoV,Neoromicia_capensis,1,South_Africa,4/20/15,2015,Middle East respiratory syndrome-related coronavirus strain Neoromicia/5038,Merbecovirus
MG596802_1_Middle_East_respiratory_syndrome_related_coronavirus_isolate_Bat_CoV_H_savii_Italy_206645_40_2011,MG596802,MERSr_CoV,Hypsugo_savii,1,Italy,7/15/11,2011,Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/H.savii/Italy/206645-40/2011,Merbecovirus
MG596803_1_Middle_East_respiratory_syndrome_related_coronavirus_isolate_Bat_CoV_P_khulii_Italy_206645_63_2011,MG596803,MERSr_CoV,Pipistrellus_kuhlii,1,Italy,7/15/11,2011,Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/P.khulii/Italy/206645-63/2011,Merbecovirus
KJ473821_1_BtVs_BetaCoV_SC2013,KJ473821,MERSr_CoV,Vespertilio_superans,1,China,7/15/13,2013,BtVs-BetaCoV/SC2013,Merbecovirus
KX442565_1_Hypsugo_bat_coronavirus_HKU25_isolate_NL140462,KX442565,HKU25,Hypsugo_pulveratus,1,China,5/8/14,2014,Hypsugo bat coronavirus HKU25 isolate NL140462,Merbecovirus
KX442564_1_Hypsugo_bat_coronavirus_HKU25_isolate_YD131305,KX442564,HKU25,Hypsugo_pulveratus,1,China,9/14/13,2013,Hypsugo bat coronavirus HKU25 isolate YD131305,Merbecovirus
KJ473822_1_BtTp_BetaCoV_GX2012,KJ473822,GX2012,Tylonycteris_pachypus,1,China,7/15/12,2012,BtTp-BetaCoV/GX2012,Merbecovirus
LC469308_1_Bat_coronavirus_Vs_CoV_1_genomic_RNA__nearly_complete_genome,LC469308,Vs_CoV_1,Vespertilio_sinensis,1,Japan,7/15/19,2019,NA,Merbecovirus
NC_001846_1_Murine_hepatitis_virus_strain_MHV_A59_C12_mutant,NC_001846,MHV,Mus_musculus,0,USA,7/15/97,1997,Murine hepatitis virus strain MHV-A59 C12 mutant,Embecovirus
AC_000192_1_Murine_hepatitis_virus_strain_JHM,AC_000192,MHV,Mus_musculus,0,USA,7/15/49,1949,Murine hepatitis virus strain JHM,Embecovirus
NC_030886_1_Rousettus_bat_coronavirus_isolate_GCCDC1_356,NC_030886,GCCDC1,Rousettus_leschenaulti,1,China,5/28/14,2014,Rousettus bat coronavirus isolate GCCDC1 356,Nobecovirus
NC_003045_1_Bovine_coronavirus_isolate_BCoV_ENT,NC_003045,Betacoronavirus_1,Bos_taurus,0,USA,7/15/72,1972,Bovine coronavirus isolate BCoV-ENT,Embecovirus
NC_009019_1_Tylonycteris_bat_coronavirus_HKU4,NC_009019,HKU4,Tylonycteris_pachypus,1,China,7/15/13,2013,Tylonycteris bat coronavirus HKU4,Merbecovirus
NC_009020_1_Pipistrellus_bat_coronavirus_HKU5,NC_009020,HKU5,Pipistrellus_abramus,1,China,7/15/13,2013,Pipistrellus bat coronavirus HKU5,Merbecovirus
NC_006577_2_Human_coronavirus_HKU1,NC_006577,HCoV_HKU1,Homo_sapiens,0,China,7/15/04,2004,Human coronavirus HKU1,Embecovirus
NC_014470_1_Bat_coronavirus_BM48_31_BGR_2008,NC_014470,BtCoV_BM48,Rhinolophus_blasii,0,Bulgaria,7/15/08,2008,Bat coronavirus BM48-31/BGR/2008,Sarbecovirus
NC_048217_1_Murine_hepatitis_virus_strain_A59,NC_048217,MHV,Mus_musculus,0,USA,7/15/62,1962,Murine hepatitis virus strain A59,Embecovirus
Bat_CoV_R_madagascariensis_MIZ240_NODE_2_length_28980_cov_27_781642_9788,OK067321,NA,Rousettus_madagascariensis,1,Madagascar,9/11/18,2018,New-Madagascar-Nobecovirus,Nobecovirus
BatCoV_R_madagascariensis_MIZ178_NODE_1_length_28926_cov_14_641786_5234,OK067320,NA,Rousettus_madagascariensis,1,Madagascar,4/14/18,2018,New-Madagascar-Nobecovirus,Nobecovirus
NC_017083_1_Rabbit_coronavirus_HKU14,NC_017083,HKU14,Oryctolagus_cuniculus,0,China,7/15/06,2006,Rabbit coronavirus HKU14,Embecovirus
NC_026011_1_Betacoronavirus_HKU24_strain_HKU24_R05005I,NC_026011,HKU24,Rattus_norvegicus,0,China,5/17/12,2012,Betacoronavirus HKU24 strain HKU24-R05005I,Embecovirus
NC_006213_1_Human_coronavirus_OC43_strain_ATCC_VR_759,NC_006213,HCoV_OC43,Homo_sapiens,0,USA,7/15/60,1960,Human coronavirus OC43 strain ATCC VR-759,Embecovirus
NC_025217_1_Bat_Hp_betacoronavirus_Zhejiang2013,NC_025217,NA,Hipposideros_pratti,1,China,4/29/13,2013,Bat Hp-betacoronavirus/Zhejiang2013,Hibecovirus
NC_012936_1_Rat_coronavirus_Parker,NC_012936,Rat_CoV_Parker,Rattus_norvegicus,0,USA,7/15/72,1972,Rat coronavirus Parker,Embecovirus
NC_039207_1_Betacoronavirus_Erinaceus_VMC_DEU_2012_isolate_ErinaceusCoV_2012_174_GER_2012,NC_039207,NA,Erinaceus_europaeus,0,Germany,7/15/12,2012,Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-174/GER/2012,Merbecovirus
Bat_CoV_P_rufus_AMB130_NODE_1_length_29122_cov_127_557574,OK067319,NA,Pteropus_rufus,1,Madagascar,2/26/18,2018,New-Madagascar-Nobecovirus,Nobecovirus
NC_038294_1_Betacoronavirus_England_1_isolate_H123990006,NC_038294,MERS,Homo_sapiens,0,United_Kingdom,9/11/12,2012,Betacoronavirus England 1 isolate H123990006,Merbecovirus
NC_009021_1_Rousettus_bat_coronavirus_HKU9,NC_009021,HKU9,Rousettus_leschenaulti,1,China,7/15/05,2005,Rousettus bat coronavirus HKU9,Nobecovirus
NC_019843_3_Middle_East_respiratory_syndrome_related_coronavirus_isolate_HCoV_EMC_2012,NC_019843,MERS,Homo_sapiens,0,Saudi_Arabia,6/13/12,2012,Middle East respiratory syndrome-related coronavirus isolate HCoV-EMC/2012,Merbecovirus
NC_045512_2_Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan_Hu_1,NC_045512,SARS_CoV_2,Homo_sapiens,0,China,12/19/21,2021,Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1,Sarbecovirus
MW703458_1_Bat_coronavirus_isolate_PrC31,MW703458,SARSr_CoV,Rhinolophus_blythi,1,China,7/15/18,2018,NA,Sarbecovirus
NC_048212_1_Bat_coronavirus,NC_048212,NA,Eidolon_helvum,1,Cameroon,7/15/13,2013,NA,Nobecovirus
KY770859_1_Bat_coronavirus_isolate_Anlong_112,KY770859,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/13,2013,NA,Sarbecovirus
KY770858_1_Bat_coronavirus_isolate_Anlong_103,KY770858,SARSr_CoV,Rhinolophus_sinicus,1,China,7/15/13,2013,NA,Sarbecovirus
KU182965_1_Bat_coronavirus_isolate_JPDB144,KU182965,NA,Myotis_daubentonii,1,China,7/15/12,2012,NA,Merbecovirus
NC_034440_1_Bat_coronavirus_isolate_PREDICT_PDF_2180,NC_034440,PREDICT_PDF_2180,Pipistrellus_hesperidus,1,Uganda,7/15/13,2013,NA,Merbecovirus
MK492263_1_Bat_coronavirus_strain_BtCoV92,MK492263,BatCoV92,Cynopterus_brachyotis,1,Singapore,7/15/15,2015,NA,Nobecovirus
MT726045_1_Bat_coronavirus_isolate_PREDICT_PRD_0038_AABSMF,MT726045,PREDICT_PRD_0038,Rhinolophus_sp.,1,Rwanda,7/15/11,2011,NA,Sarbecovirus
KY938558_1_Bat_coronavirus_strain_16BO133,KY938558,SARSr_CoV,Rhinolophus_ferrumequinum,1,South_Korea,7/15/16,2016,NA,Sarbecovirus
MT726044_1_Bat_coronavirus_isolate_PREDICT_PDF_2370_OTBA35RSV,MT726044,SARSr_CoV,Rhinolophus_sp.,1,Uganda,7/15/13,2013,NA,Sarbecovirus
MW251308_1_Bat_coronavirus_RacCS203,MW251308,SARSr_CoV,Rhinolophus_acuminatus,1,Thailand,7/15/20,2020,NA,Sarbecovirus
NC_004718_3_SARS_coronavirus_Tor2,NC_004718,SARS_CoV,Homo_sapiens,0,Canada,7/15/03,2003,NA,Sarbecovirus
KY770860_1_Bat_coronavirus_isolate_Jiyuan_84,KY770860,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/12,2012,NA,Sarbecovirus
KU182964_1_Bat_coronavirus_isolate_JTMC15,KU182964,SARSr_CoV,Rhinolophus_ferrumequinum,1,China,7/15/13,2013,NA,Sarbecovirus
MT726043_1_Bat_coronavirus_isolate_PREDICT_PDF_2386_OTBA40RSV,MT726043,PREDICT_PDF_238,Rhinolophus_sp.,1,Uganda,7/15/13,2013,NA,Sarbecovirus
