tip_label,accession_num,strain,host,bat_host,country,collection_date,collection_year,title,sub_group
LC556375_1_Severe_acute_respiratory_syndrome_related_coronavirus_Rc_o319_RNA__complete_genome,LC556375,Rc-o319,Rhinolophus_cornutus,1,Japan,2013,2013,Severe acute respiratory syndrome-related coronavirus Rc-o319 RNA,Sarbecovirus
MF593268_1_Middle_East_respiratory_syndrome_related_coronavirus_strain_Neoromicia_5038__complete_genome,MF593268,Neoromicia/5038,Neoromicia_capensis,1,South_Africa,20-Apr-15,2015,Middle East respiratory syndrome-related coronavirus strain Neoromicia/5038,Merbecovirus
MG596802_1_Middle_East_respiratory_syndrome_related_coronavirus_isolate_Bat-CoV_H_savii_Italy_206645_40_2011__complete_genome,MG596802,NA,Hypsugo_savii,1,Italy,2011,2011,Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/H.savii/Italy/206645-40/2011,Merbecovirus
MG596803_1_Middle_East_respiratory_syndrome_related_coronavirus_isolate_Bat-CoV_P_khulii_Italy_206645_63_2011__complete_genome,MG596803,NA,Pipistrellus_kuhlii,1,Italy,2011,2011,Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/P.khulii/Italy/206645-63/2011,Merbecovirus
MG742313_1_Porcine_enteric_Alphacoronavirus_strain_PEAV_GD-CH_2017__complete_genome,MG742313,PEAV-GD-CH/2017,NA,1,China,14-Mar-17,2017,Porcine enteric Alphacoronavirus strain PEAV-GD-CH/2017,Alphacoronavirus
MG762674_1_Rousettus_bat_coronavirus_HKU9_isolate_Rousettus_spp_Jinghong_2009__complete_genome,MG762674,NA,Rousettus_sp.,1,China,1-Nov-09,2009,Rousettus bat coronavirus HKU9 isolate Rousettus spp/Jinghong/2009,Nobecovirus
MG772933_1_Bat_SARS_like_coronavirus_isolate_bat-SL-CoVZC45__complete_genome,MG772933,NA,Rhinolophus_pusillus,1,China,17-Feb,2021,Bat SARS-like coronavirus isolate bat-SL-CoVZC45,Sarbecovirus
MG772934_1_Bat_SARS_like_coronavirus_isolate_bat-SL-CoVZXC21__complete_genome,MG772934,NA,Rhinolophus_pusillus,1,China,15-Jul,2021,Bat SARS-like coronavirus isolate bat-SL-CoVZXC21,Sarbecovirus
MH002337_1_Tylonycteris_bat_coronavirus_HKU4_isolate_CZ01__complete_genome,MH002337,NA,NA,1,China,1-Nov-12,2012,Tylonycteris bat coronavirus HKU4 isolate CZ01,Merbecovirus
MH002338_1_Tylonycteris_bat_coronavirus_HKU4_isolate_CZ07__complete_genome,MH002338,NA,NA,1,China,1-Nov-12,2012,Tylonycteris bat coronavirus HKU4 isolate CZ07,Merbecovirus
MH002339_1_Tylonycteris_bat_coronavirus_HKU4_isolate_SZ140324__complete_genome,MH002339,NA,NA,1,China,23-Apr-14,2014,Tylonycteris bat coronavirus HKU4 isolate SZ140324,Merbecovirus
MH002340_1_Pipistrellus_bat_coronavirus_HKU5_isolate_BY140535__complete_genome,MH002340,NA,NA,1,China,26-Jun-14,2014,Pipistrellus bat coronavirus HKU5 isolate BY140535,Merbecovirus
MH002341_1_Pipistrellus_bat_coronavirus_HKU5_isolate_BY140562__complete_genome,MH002341,NA,NA,1,China,28-Jun-14,2014,Pipistrellus bat coronavirus HKU5 isolate BY140562,Merbecovirus
MH002342_1_Pipistrellus_bat_coronavirus_HKU5_isolate_YD13403__complete_genome,MH002342,NA,NA,1,China,3-Jun-13,2013,Pipistrellus bat coronavirus HKU5 isolate YD13403,Merbecovirus
MH687934_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_23__complete_genome,MH687934,VZ_AlphaCoV_16715_23,Scotophilus_kuhlii,1,Vietnam,11-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_23,Alphacoronavirus
MH687935_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_24__complete_genome,MH687935,VZ_AlphaCoV_16715_24,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_24,Alphacoronavirus
MH687936_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_31__complete_genome,MH687936,VZ_AlphaCoV_16715_31,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_31,Alphacoronavirus
MH687937_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_32__complete_genome,MH687937,VZ_AlphaCoV_16715_32,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_32,Alphacoronavirus
MH687938_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_39_c1__complete_genome,MH687938,VZ_AlphaCoV_16715_39_c1,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c1,Alphacoronavirus
MH687939_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_39_c2__complete_genome,MH687939,VZ_AlphaCoV_16715_39_c2,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c2,Alphacoronavirus
MH687940_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_45__complete_genome,MH687940,VZ_AlphaCoV_16715_45,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_45,Alphacoronavirus
MH687941_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_47_c1__complete_genome,MH687941,VZ_AlphaCoV_16715_47_c1,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_47_c1,Alphacoronavirus
MH687942_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_47_c2__complete_genome,MH687942,VZ_AlphaCoV_16715_47_c2,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_47_c2,Alphacoronavirus
MH687943_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_5__complete_genome,MH687943,VZ_AlphaCoV_16715_5,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_5,Alphacoronavirus
MH687944_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_53__complete_genome,MH687944,VZ_AlphaCoV_16715_53,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_53,Alphacoronavirus
MH687945_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_56__complete_genome,MH687945,VZ_AlphaCoV_16715_56,Scotophilus_kuhlii,1,Vietnam,16-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_56,Alphacoronavirus
MH687946_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_61__complete_genome,MH687946,VZ_AlphaCoV_16715_61,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_61,Alphacoronavirus
MH687947_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_63__complete_genome,MH687947,VZ_AlphaCoV_16715_63,Scotophilus_kuhlii,1,Vietnam,17-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_63,Alphacoronavirus
MH687948_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_7__complete_genome,MH687948,VZ_AlphaCoV_16715_7,Scotophilus_kuhlii,1,Vietnam,11-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_7,Alphacoronavirus
MH687949_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_76__complete_genome,MH687949,VZ_AlphaCoV_16715_76,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_76,Alphacoronavirus
MH687950_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_77__complete_genome,MH687950,VZ_AlphaCoV_16715_77,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_77,Alphacoronavirus
MH687951_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_78__complete_genome,MH687951,VZ_AlphaCoV_16715_78,Scotophilus_kuhlii,1,Vietnam,11-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_78,Alphacoronavirus
MH687952_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_84__complete_genome,MH687952,VZ_AlphaCoV_16715_84,Scotophilus_kuhlii,1,Vietnam,10-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_84,Alphacoronavirus
MH687953_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16715_86__complete_genome,MH687953,VZ_AlphaCoV_16715_86,Scotophilus_kuhlii,1,Vietnam,11-Jun-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16715_86,Alphacoronavirus
MH687954_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16845_24__complete_genome,MH687954,VZ_AlphaCoV_16845_24,Scotophilus_kuhlii,1,Vietnam,18-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16845_24,Alphacoronavirus
MH687955_1_Alphacoronavirus_sp__strain_VZ_AlphaCoV_16845_47__complete_genome,MH687955,VZ_AlphaCoV_16845_47,Scotophilus_kuhlii,1,Vietnam,17-Sep-14,2014,Alphacoronavirus sp. strain VZ_AlphaCoV_16845_47,Alphacoronavirus
